subscriber_id,age,gender,subscription_tenure_months,region,payment_method,support_tickets_raised,satisfaction_score,promo_discount_pct,days_since_last_activity,monthly_spend_eur,churn,live_sports_subscriber,sports_events_watched_month,favourite_live_sport,live_event_spike_signup,stream_quality_preference,bets_placed_total,avg_bet_amount_eur,avg_betting_odds,betting_win_rate,total_stake_eur,total_gain_eur,total_ggr,favourite_sport,preferred_bet_type,betting_enabled,responsible_gambling_flag,betting_profile,game_genre_preference,gaming_playtime_hours_weekly,in_app_purchases_gaming,gaming_sessions_per_week,avg_gaming_session_mins,gaming_engagement_level,ott_gaming_app_used,acquisition_channel,acquisition_campaign_type,ad_spend_eur,ctr,conversion_rate,time_on_site_mins,loyalty_points,roas,used_free_trial,promo_discount_applied,avg_session_duration_mins,titles_watched_per_month,series_completion_rate,content_genre_preference,peak_viewing_hour,primary_device,num_devices_registered,download_feature_used,live_to_vod_ratio,subscription_plan,payment_failures,plan_change_history,data_source
SUB-01922,44.0,Female,6.0,AMER,Credit Card,1.0,5.0,5.97,62.0,36.39,1,Yes,8.0,Basketball,No,HD,27.0,205.47,5.37,0.37,5547.8,4591.72,956.08,Football,single,Yes,Yes,Regular,Action,22.61693669167085,0.0,0.0,41.0,Low,No,Referral,Awareness,6084.958143,0.04663675601,0.03914224134,7.74100613,101.0,347.05,No,No,5.8,24.0,0.89,Drama,Morning,Mobile,4.0,No,0.56,Basic,0.0,Downgraded,OTT_PLATFORM
SUB-01923,69.0,Male,54.0,EMEA,Credit Card,2.0,10.0,17.54,212.0,67.7,0,No,0.0,Not Applicable,No,HD,17.0,5.29,5.9,0.24,90.0,47.56,42.44,Football,single,Yes,No,Regular,RPG,12.5469546656156,1.0,2.0,79.0,Low,No,SEO,Retention,7983.901132,0.1692615307,0.1677867679,12.81890467,1287.0,191.55,Yes,No,150.6,64.0,0.86,Comedy,Evening,Console,2.0,No,0.71,Standard,0.0,Downgraded,OTT_PLATFORM
SUB-01924,29.0,Male,35.0,EMEA,Debit Card,1.0,7.0,14.26,252.0,53.92,0,Yes,11.0,F1,Yes,HD,21.0,155.65,6.33,0.24,3268.7,2378.46,890.24,Football,single,Yes,No,Regular,Simulation,19.85418864614137,0.0,1.0,167.0,Low,No,SEO,Awareness,8276.373066,0.1532077408,0.04414725826,12.87599275,4327.0,292.77,No,Yes,88.5,5.0,0.08,Reality,Evening,Desktop,3.0,Yes,0.15,Basic,0.0,No Change,OTT_PLATFORM
SUB-01925,24.0,Male,42.0,AMER,Credit Card,2.0,6.0,7.65,96.0,48.89,0,No,0.0,Not Applicable,No,HDR,15.0,328.9,5.24,0.47,4933.45,3408.33,1525.12,Football,single,Yes,No,Regular,Simulation,16.029463740872863,0.0,15.0,167.0,High,Yes,PPC,Awareness,7342.966911,0.03015758603,0.1637559452,7.69444537,3814.0,372.39,No,Yes,191.6,17.0,0.11,Thriller,Evening,Mobile,4.0,Yes,0.73,Standard,0.0,No Change,OTT_PLATFORM
SUB-01926,46.0,Male,1.0,LATAM,Debit Card,2.0,5.925,17.09,209.0,37.55,0,Yes,10.0,Boxing,Yes,HD,20.0,14.5,4.35,0.4,290.05,208.34,81.71,Football,single,Yes,No,Regular,Simulation,1.193446564231679,0.0,16.0,48.0,Medium,Yes,PPC,Conversion,7167.886687,0.2790236357,0.09450556236,10.42014508,832.0,69.26,Yes,Yes,26.9,9.0,0.5,Documentary,Evening,Mobile,5.0,No,0.46,Family,0.0,No Change,OTT_PLATFORM
SUB-01927,28.0,Female,46.0,LATAM,Credit Card,4.0,9.0,14.87,57.0,58.07,0,No,0.0,Not Applicable,No,HD,21.0,176.95,5.93,0.33,3716.05,3783.71,-67.66,Football,single,Yes,No,Regular,Simulation,16.704771357922077,1.0,16.0,65.0,Medium,Yes,Email,Conversion,8355.424477,0.0563701389,0.03847812507,12.39328401,3860.0,408.15,Yes,No,143.2,10.0,0.61,Comedy,Evening,Console,6.0,No,0.03,Premium,0.0,No Change,OTT_PLATFORM
SUB-01928,50.0,Male,36.0,LATAM,Credit Card,1.0,4.0,10.01,234.0,44.43,0,No,0.0,Not Applicable,No,HD,21.0,358.9,4.99,0.33,7536.95,4278.07,3258.88,Football,single,Yes,Yes,Regular,Strategy,16.175782337763366,0.0,17.0,123.0,High,Yes,Social Media,Consideration,7751.291366,0.2657411001,0.1440996693,8.781231228,159.0,302.57,Yes,Yes,118.0,64.0,0.27,Kids,Afternoon,Mobile,3.0,No,0.23,Premium,2.0,Upgraded,OTT_PLATFORM
SUB-01929,23.0,Female,58.0,LATAM,Debit Card,4.0,3.0,10.64,358.0,46.5,0,No,0.0,Not Applicable,No,HD,19.0,90.37,4.44,0.21,1717.0,481.37,1235.63,Football,single,Yes,No,Regular,RPG,12.58329193982178,0.0,9.0,140.0,Low,No,Email,Conversion,729.1660875,0.21627792,0.05946925985,3.071366216,2091.0,227.3,Yes,No,155.9,76.0,0.72,Comedy,Late Night,Mobile,1.0,No,0.03,Premium,0.0,No Change,OTT_PLATFORM
SUB-01930,64.0,Male,12.0,AMER,Debit Card,3.0,5.0,7.34,326.0,35.36,0,Yes,4.0,F1,No,4K,12.0,15.07,3.94,0.25,180.85,156.23,24.62,Football,multiple,Yes,No,Casual,RPG,18.23560900737736,0.0,13.0,144.0,High,Yes,Referral,Consideration,5982.89804,0.22988607,0.05902826532,6.468135104,2730.0,369.29,No,No,20.2,64.0,0.59,News,Evening,Desktop,1.0,No,0.46,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-01931,32.0,Female,38.0,EMEA,PayPal,3.0,4.0,17.53,65.0,45.8,0,No,0.0,Not Applicable,No,HD,14.0,5.49,4.19,0.21,76.8,27.21,49.59,Football,single,Yes,No,Casual,Action,14.849437948893048,0.0,18.0,103.0,High,Yes,Referral,Retention,9054.590998,0.2617782748,0.1125922921,9.940720754,955.0,146.31,Yes,Yes,141.3,51.0,0.32,Thriller,Afternoon,Smart TV,3.0,No,0.33,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-01932,49.0,Female,11.0,APAC,Credit Card,1.0,2.0,12.64,293.0,34.15,1,No,0.0,Not Applicable,No,4K,23.0,236.67,5.5,0.35,5443.45,5045.33,398.12,Football,single,Yes,No,Regular,Sports,23.46098142584398,0.0,0.0,146.0,Low,No,PPC,Conversion,6820.572781,0.1439700981,0.1880302405,14.05156828,60.0,156.1,Yes,Yes,136.9,66.0,0.03,Reality,Evening,Smart TV,6.0,Yes,0.99,Premium,1.0,No Change,OTT_PLATFORM
SUB-01933,68.0,Male,12.0,APAC,Debit Card,3.0,3.0,13.36,324.0,32.76,0,No,0.0,Not Applicable,No,HD,18.0,81.93,4.01,0.39,1474.7,948.56,526.14,Football,single,Yes,No,Regular,Strategy,17.202118417729366,0.0,5.0,50.0,Low,No,Social Media,Retention,6452.280521,0.273119112,0.02301355541,3.091852165,3178.0,38.91,Yes,No,136.8,77.0,0.75,Drama,Late Night,Mobile,6.0,Yes,0.87,Basic,0.0,Upgraded,OTT_PLATFORM
SUB-01934,28.0,Male,42.0,AMER,PayPal,2.0,5.925,18.25,331.0,57.49,0,No,0.0,Not Applicable,No,4K,20.0,4.77,4.05,0.4,95.45,64.81,30.64,Football,multiple,Yes,No,Regular,Sports,15.485411820643488,0.0,5.0,117.0,Low,No,Referral,Conversion,6703.447504,0.1238341103,0.1109392898,9.174637742,915.0,102.86,No,No,146.8,30.0,0.21,Comedy,Late Night,Smart TV,5.0,No,0.83,Family,0.0,No Change,OTT_PLATFORM
SUB-01935,40.0,Male,50.0,APAC,PayPal,2.0,5.925,5.24,17.0,39.73,0,No,0.0,Not Applicable,No,HD,19.0,174.92,3.85,0.37,3323.5,1815.13,1508.37,Football,single,Yes,No,Regular,RPG,1.1069224329771332,0.0,8.0,52.0,Medium,Yes,Email,Retention,4869.266391,0.07527403624,0.1669260711,12.14837013,3985.0,304.63,Yes,No,164.0,16.0,0.83,Drama,Evening,Smart TV,1.0,No,0.5,Standard,0.0,No Change,OTT_PLATFORM
SUB-01936,43.0,Male,39.0,LATAM,Debit Card,1.0,1.0,6.0,135.0,102.44,0,No,0.0,Not Applicable,No,SD,18.0,44.51,3.65,0.39,801.1,882.91,-81.81,Football,single,Yes,No,Regular,Strategy,7.034937377835399,0.0,6.0,29.0,Low,No,Referral,Consideration,1072.640425,0.2339347971,0.07712762965,6.12687888,4446.0,117.1,Yes,No,194.2,54.0,0.42,Comedy,Morning,Mobile,1.0,Yes,0.81,Basic,0.0,No Change,OTT_PLATFORM
SUB-01937,51.0,Female,7.0,EMEA,Credit Card,1.0,2.0,7.42,308.0,28.39,0,Yes,6.0,Football,No,HD,19.0,324.29,6.72,0.26,6161.5,1622.18,4539.32,Football,single,Yes,No,Regular,RPG,21.61508759757869,1.0,18.0,47.0,High,Yes,Email,Conversion,9153.083837,0.1050428034,0.09810307491,6.781485213,4914.0,207.2,No,Yes,68.4,35.0,0.58,Thriller,Morning,Mobile,4.0,Yes,0.27,Premium,0.0,No Change,OTT_PLATFORM
SUB-01938,63.0,Female,11.0,AMER,PayPal,0.0,8.0,5.45,130.0,47.21,0,No,0.0,Not Applicable,No,HD,15.0,172.0,3.89,0.53,2579.95,4009.72,-1429.77,Football,single,Yes,No,Regular,Simulation,1.0582567282643014,0.0,12.0,104.0,Medium,Yes,Email,Conversion,8492.123024,0.130529274,0.1745735163,1.28532417,3739.0,369.78,Yes,Yes,198.9,25.0,0.87,Thriller,Evening,Console,2.0,No,0.56,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-01939,44.0,Male,36.0,EMEA,Credit Card,3.0,8.0,14.87,37.0,53.42,0,No,0.0,Not Applicable,No,HD,18.0,70.16,5.14,0.39,1262.9,1197.94,64.96,Football,single,Yes,No,Regular,Sports,9.800237190835572,0.0,17.0,173.0,High,Yes,Social Media,Retention,6522.028867,0.1932961218,0.0342612372,1.415616126,3632.0,185.62,Yes,No,122.1,52.0,0.86,Drama,Evening,Smart TV,5.0,Yes,0.39,Standard,0.0,No Change,OTT_PLATFORM
SUB-01940,46.0,Male,52.0,AMER,Credit Card,3.0,10.0,14.51,250.0,64.98,0,Yes,15.0,Football,No,HD,16.0,152.65,5.99,0.31,2442.45,2414.19,28.26,Football,multiple,Yes,No,Regular,RPG,0.6639265112803532,1.0,11.0,137.0,High,Yes,Referral,Awareness,5837.982564,0.2903159638,0.1899547304,6.047887486,3225.0,415.1,No,No,23.1,16.0,0.37,Thriller,Evening,Smart TV,4.0,No,0.17,Basic,0.0,No Change,OTT_PLATFORM
SUB-01941,21.0,Female,31.0,AMER,PayPal,3.0,2.0,8.16,57.0,33.6,0,Yes,8.0,Football,No,4K,15.0,147.18,5.06,0.33,2207.7,3433.94,-1226.24,Football,single,Yes,No,Regular,RPG,11.339843942291328,0.0,18.0,26.0,Medium,Yes,Social Media,Awareness,9874.062084,0.08706702368,0.03702155702,10.44538535,2792.0,441.21,No,No,18.8,24.0,0.21,Comedy,Evening,Smart TV,2.0,Yes,0.07,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-01942,44.0,Male,33.0,AMER,Debit Card,1.0,6.0,7.24,357.0,49.13,0,Yes,19.0,Football,Yes,SD,33.0,211.63,3.81,0.36,6983.9,3589.15,3394.75,Football,single,Yes,Yes,High-Roller,RPG,18.49581060080272,0.0,5.0,59.0,Low,No,Social Media,Conversion,1519.366086,0.1712776807,0.1571114482,14.90356387,1521.0,17.57,No,Yes,83.5,1.0,0.78,Drama,Evening,Mobile,1.0,Yes,0.56,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-01943,52.0,Female,13.0,AMER,Credit Card,1.0,5.925,7.19,10.0,43.72,0,No,0.0,Not Applicable,No,HD,15.0,14.27,5.24,0.4,214.1,187.14,26.96,Football,single,Yes,No,Regular,Simulation,14.840315751792694,0.0,10.0,151.0,High,Yes,Social Media,Awareness,2671.139693,0.2919717643,0.02343618906,9.09207654,2452.0,432.61,Yes,Yes,189.5,4.0,0.43,Reality,Morning,Tablet,2.0,No,0.1,Family,0.0,No Change,OTT_PLATFORM
SUB-01944,30.0,Male,18.0,EMEA,Debit Card,1.0,1.0,19.3,81.0,38.3,0,No,0.0,Not Applicable,No,HD,24.0,680.25,5.26,0.33,16326.05,17491.29,-1165.24,Football,single,Yes,Yes,Regular,RPG,16.814332463840895,0.0,3.0,123.0,Medium,Yes,Email,Consideration,2495.267742,0.2089605506,0.1397859594,10.5018071,1254.0,406.49,Yes,No,171.3,3.0,0.19,Drama,Afternoon,Mobile,1.0,No,0.72,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-01945,58.0,Female,41.0,APAC,PayPal,6.0,5.925,15.4,90.0,49.48,0,No,0.0,Not Applicable,No,4K,20.0,34.29,5.51,0.35,685.85,628.37,57.48,Football,single,Yes,No,Regular,Action,21.06825012586586,0.0,10.0,82.0,Medium,Yes,Referral,Consideration,4142.598111,0.2267773119,0.1854346957,11.58702173,4442.0,129.43,No,No,190.3,35.0,0.9,Thriller,Evening,Smart TV,6.0,No,0.92,Premium,0.0,No Change,OTT_PLATFORM
SUB-01946,56.0,Female,58.0,AMER,Credit Card,3.0,8.0,13.78,120.0,60.25,0,No,0.0,Not Applicable,No,SD,28.0,175.06,4.64,0.46,4901.55,6859.16,-1957.61,Football,single,Yes,Yes,Regular,RPG,5.038551422478758,1.0,9.0,132.0,Medium,Yes,SEO,Retention,7749.605625,0.2491211892,0.07279544655,7.072056351,3212.0,124.47,Yes,No,126.6,5.0,0.2,Drama,Afternoon,Mobile,4.0,No,0.16,Basic,1.0,Upgraded,OTT_PLATFORM
SUB-01947,44.0,Female,56.0,LATAM,Debit Card,1.0,5.925,9.84,102.0,64.23,0,Yes,10.0,F1,No,SD,24.0,337.42,4.01,0.38,8098.0,5969.52,2128.48,Football,single,Yes,Yes,Regular,Simulation,13.818130435857004,0.0,15.0,41.0,Medium,Yes,Social Media,Retention,2422.244583,0.2165024785,0.01681668631,11.55082607,3178.0,22.73,No,No,108.4,20.0,0.03,Thriller,Morning,Mobile,1.0,Yes,0.47,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-01948,46.0,Female,24.0,AMER,Debit Card,4.0,8.0,11.5,27.0,46.72,0,Yes,1.0,Football,No,HD,11.0,195.65,4.65,0.36,2152.1,1229.7,922.4,Football,single,Yes,No,Casual,Sports,16.693508452083286,0.0,7.0,79.0,Low,No,Social Media,Awareness,5485.299394,0.1506524302,0.1070873414,14.27518094,4051.0,305.21,Yes,No,39.7,76.0,0.02,Comedy,Evening,Smart TV,2.0,No,0.74,Standard,0.0,No Change,OTT_PLATFORM
SUB-01949,44.0,Female,9.0,EMEA,Credit Card,1.0,3.0,6.34,261.0,31.47,0,Yes,14.0,Tennis,Yes,4K,27.0,43.04,6.33,0.41,1161.95,1062.14,99.81,Football,single,Yes,Yes,Regular,Simulation,16.467016541844373,1.0,8.0,95.0,Medium,Yes,SEO,Retention,8484.190286,0.02547063984,0.1812134922,5.521567932,1686.0,261.72,No,No,82.1,25.0,0.62,Reality,Late Night,Mobile,4.0,Yes,0.29,Standard,0.0,No Change,OTT_PLATFORM
SUB-01950,28.0,Male,31.0,AMER,Debit Card,1.0,8.0,19.97,61.0,58.58,0,Yes,4.0,Football,No,4K,21.0,28.77,3.15,0.48,604.25,728.94,-124.69,Football,single,Yes,No,Regular,RPG,10.541482984249598,0.0,10.0,51.0,Medium,Yes,PPC,Awareness,6361.825728,0.1287221092,0.1483040523,11.91267505,2445.0,236.3,Yes,No,107.0,54.0,0.66,Thriller,Evening,Mobile,2.0,No,0.92,Basic,0.0,Upgraded,OTT_PLATFORM
SUB-01951,69.0,Female,55.0,LATAM,Debit Card,2.0,3.0,16.33,136.0,48.75,1,Yes,12.0,Boxing,Yes,SD,19.0,6.71,2.99,0.53,127.55,163.43,-35.88,Football,multiple,Yes,No,Regular,Sports,19.34555567379161,0.0,11.0,120.0,Medium,Yes,Email,Consideration,3190.091819,0.2093607029,0.1318837273,7.692100218,1311.0,254.31,Yes,No,25.8,38.0,0.31,Documentary,Late Night,Console,2.0,No,0.89,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-01952,49.0,Male,41.0,EMEA,PayPal,0.0,6.0,14.32,97.0,54.98,0,Yes,6.0,Football,No,HD,22.0,45.65,4.2,0.45,1004.4,1447.21,-442.81,Football,single,Yes,No,Regular,RPG,0.6425278605159548,0.0,6.0,86.0,Medium,Yes,Email,Consideration,8901.802162,0.2859313668,0.03999562568,3.096422862,2307.0,330.7,Yes,No,56.8,32.0,0.32,Drama,Evening,Desktop,3.0,Yes,0.1,Standard,0.0,No Change,OTT_PLATFORM
SUB-01953,19.0,Female,10.0,AMER,PayPal,2.0,4.0,13.82,149.0,37.68,0,No,0.0,Not Applicable,No,HD,22.0,39.44,4.83,0.27,867.7,914.71,-47.01,Football,single,Yes,No,Regular,Sports,17.10007755985275,0.0,6.0,47.0,Low,No,Referral,Retention,8779.435758,0.2681708506,0.1945073404,3.204409441,1404.0,2.61,Yes,No,145.6,13.0,0.34,Thriller,Evening,Tablet,1.0,Yes,0.03,Standard,0.0,No Change,OTT_PLATFORM
SUB-01954,64.0,Female,2.0,LATAM,Debit Card,0.0,7.0,12.56,227.0,42.87,0,No,0.0,Not Applicable,No,HD,21.0,5.75,6.6,0.29,120.85,37.01,83.84,Football,single,Yes,No,Regular,Strategy,8.616202925677355,0.0,15.0,101.0,High,Yes,Referral,Awareness,2947.908034,0.2158034154,0.1452262652,11.86815649,1147.0,241.51,No,No,177.9,55.0,0.68,Reality,Evening,Desktop,1.0,No,0.98,Basic,0.0,No Change,OTT_PLATFORM
SUB-01955,31.0,Male,38.0,EMEA,Debit Card,1.0,8.0,8.86,277.0,55.6,0,No,0.0,Not Applicable,No,4K,26.0,164.38,4.14,0.42,4274.0,2930.14,1343.86,Football,single,Yes,No,Regular,Simulation,7.134666187412331,0.0,1.0,63.0,Low,No,Referral,Conversion,1615.894461,0.15444243,0.08534695108,7.396195716,4325.0,335.25,No,No,239.6,20.0,0.06,Thriller,Late Night,Tablet,2.0,No,0.96,Standard,0.0,No Change,OTT_PLATFORM
SUB-01956,37.0,Male,15.0,AMER,Credit Card,3.0,10.0,8.4,307.0,48.84,0,No,0.0,Not Applicable,No,HD,18.0,203.44,5.29,0.39,3661.9,5301.85,-1639.95,Football,single,Yes,No,Regular,Sports,8.60416286217937,0.0,1.0,130.0,Low,No,Social Media,Awareness,5918.909565,0.2432285841,0.1157463626,2.710250113,2381.0,438.35,Yes,Yes,224.3,45.0,0.93,Kids,Afternoon,Desktop,6.0,No,0.42,Premium,0.0,No Change,OTT_PLATFORM
SUB-01957,39.0,Male,3.0,LATAM,PayPal,3.0,6.0,13.24,335.0,39.69,0,No,0.0,Not Applicable,No,HD,21.0,224.95,5.25,0.33,4724.0,4823.9,-99.9,Football,single,Yes,No,Regular,Sports,22.39380186471549,0.0,10.0,19.0,Low,No,PPC,Consideration,3724.881408,0.1322593617,0.03522331891,7.178204489,3426.0,13.08,No,Yes,156.0,15.0,0.22,Reality,Afternoon,Smart TV,1.0,Yes,0.05,Standard,0.0,No Change,OTT_PLATFORM
SUB-01958,28.0,Male,43.0,EMEA,Credit Card,2.0,10.0,6.05,228.0,58.65,0,Yes,7.0,F1,Yes,4K,31.0,209.98,4.35,0.29,6509.5,3330.48,3179.02,Football,single,Yes,Yes,High-Roller,RPG,23.43057021378988,1.0,10.0,40.0,Medium,Yes,PPC,Conversion,5768.650049,0.06014352657,0.02073936948,14.31311613,4720.0,405.96,Yes,Yes,104.0,15.0,1.0,Kids,Evening,Mobile,5.0,No,0.62,Premium,3.0,No Change,OTT_PLATFORM
SUB-01959,44.0,Female,31.0,AMER,Debit Card,1.0,4.0,6.12,315.0,40.7,0,No,0.0,Not Applicable,No,HD,15.0,179.54,5.1,0.2,2693.05,794.11,1898.94,Football,single,Yes,No,Regular,RPG,4.864588043427237,0.0,10.0,95.0,Medium,Yes,PPC,Conversion,4038.76129,0.1223030843,0.042894414,13.81495182,1301.0,234.82,No,No,154.5,28.0,0.17,News,Late Night,Tablet,6.0,Yes,0.29,Premium,0.0,No Change,OTT_PLATFORM
SUB-01960,20.0,Male,6.0,EMEA,Credit Card,0.0,8.0,13.41,249.0,47.4,0,No,0.0,Not Applicable,No,HD,27.0,75.7,5.71,0.3,2044.0,1080.12,963.88,Football,single,Yes,Yes,Regular,Action,19.02441563145476,0.0,5.0,37.0,Low,No,PPC,Retention,8284.949562,0.2232723932,0.08617984975,12.79613976,3048.0,405.72,Yes,Yes,189.6,7.0,0.77,Drama,Late Night,Mobile,6.0,No,0.94,Family,0.0,Upgraded,OTT_PLATFORM
SUB-01961,34.0,Female,3.0,LATAM,Debit Card,2.0,7.0,18.8,258.0,45.73,0,Yes,1.0,Football,Yes,HD,18.0,41.22,5.6,0.22,742.0,239.35,502.65,Football,single,Yes,No,Regular,Action,1.8140977196838728,0.0,14.0,157.0,High,Yes,Email,Retention,5818.347955,0.203060254,0.1560716964,7.950075699,4496.0,353.11,Yes,Yes,32.8,2.0,0.22,Thriller,Evening,Smart TV,6.0,No,0.79,Basic,0.0,No Change,OTT_PLATFORM
SUB-01962,61.0,Male,56.0,AMER,PayPal,1.0,10.0,18.71,314.0,69.08,0,Yes,13.0,Football,No,HD,20.0,13.04,4.64,0.45,260.9,227.42,33.48,Football,single,Yes,No,Regular,Action,11.89520909058739,0.0,9.0,160.0,High,Yes,Social Media,Conversion,1769.515286,0.2070274335,0.05757138009,6.245508999,704.0,79.29,Yes,Yes,101.3,18.0,0.08,Thriller,Evening,Smart TV,1.0,No,0.65,Standard,0.0,No Change,OTT_PLATFORM
SUB-01963,45.0,Male,11.0,AMER,PayPal,2.0,5.925,5.16,220.0,44.69,0,No,0.0,Not Applicable,No,4K,15.0,171.37,3.84,0.33,2570.6,1223.94,1346.66,Football,single,Yes,No,Regular,Sports,3.0440473939457897,0.0,12.0,20.0,Low,No,Email,Awareness,4610.926298,0.1570361171,0.0508873313,8.579439946,2157.0,165.2,No,Yes,202.4,65.0,0.87,Drama,Evening,Smart TV,6.0,No,0.28,Standard,0.0,No Change,OTT_PLATFORM
SUB-01964,46.0,Female,15.0,AMER,Debit Card,4.0,10.0,6.61,236.0,49.25,0,Yes,9.0,F1,No,4K,16.0,46.86,3.27,0.69,749.8,1231.38,-481.58,Football,single,Yes,No,Regular,Action,22.785345395523407,0.0,1.0,144.0,Low,No,Email,Awareness,6728.205505,0.1993106088,0.05210543969,5.919690277,829.0,133.72,Yes,Yes,95.2,78.0,0.86,Comedy,Late Night,Smart TV,6.0,No,0.7,Family,0.0,Upgraded,OTT_PLATFORM
SUB-01965,38.0,Female,45.0,LATAM,PayPal,1.0,7.0,13.75,20.0,58.32,0,No,0.0,Not Applicable,No,HD,18.0,35.74,4.65,0.33,643.3,321.4,321.9,Football,single,Yes,No,Regular,Simulation,17.10148065595464,0.0,8.0,132.0,Medium,Yes,PPC,Consideration,8437.533634,0.2416162912,0.178278292,11.5696032,4114.0,47.6,No,No,139.4,73.0,0.4,Kids,Evening,Smart TV,4.0,No,0.29,Premium,0.0,No Change,OTT_PLATFORM
SUB-01966,64.0,Male,52.0,APAC,Debit Card,4.0,3.0,17.73,345.0,47.45,0,No,0.0,Not Applicable,No,HD,23.0,33.92,4.44,0.57,780.2,1413.14,-632.94,Football,single,Yes,No,Regular,Action,4.181278325395469,0.0,18.0,101.0,High,Yes,Email,Consideration,1338.22957,0.0923953257,0.01931560237,0.6501524259,2515.0,4.38,Yes,Yes,143.1,21.0,0.7,Reality,Late Night,Mobile,1.0,No,0.04,Standard,0.0,No Change,OTT_PLATFORM
SUB-01967,33.0,Female,28.0,AMER,Credit Card,0.0,3.0,19.32,138.0,45.16,1,Yes,10.0,Football,Yes,HD,20.0,36.18,4.22,0.35,723.6,514.97,208.63,Football,single,Yes,No,Regular,RPG,15.56491566673271,0.0,0.0,168.0,Medium,Yes,Referral,Conversion,7548.835664,0.03158669988,0.01079766709,2.142181262,4319.0,252.58,No,No,48.4,45.0,0.56,Reality,Evening,Desktop,6.0,No,0.51,Basic,0.0,Downgraded,OTT_PLATFORM
SUB-01968,54.0,Female,10.0,LATAM,Debit Card,1.0,9.0,17.91,189.0,52.96,0,Yes,2.0,Tennis,No,HD,23.0,30.01,3.84,0.48,690.25,686.81,3.44,Football,single,Yes,No,Regular,Sports,13.830069627422104,0.0,7.0,17.0,Low,No,Referral,Awareness,3676.044527,0.2231040323,0.04624804297,2.280835174,0.0,415.82,No,No,90.1,12.0,0.85,Drama,Evening,Tablet,5.0,No,0.49,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-01969,37.0,Female,38.0,EMEA,Credit Card,0.0,7.0,15.16,105.0,56.11,0,Yes,6.0,Tennis,No,HDR,23.0,39.5,5.2,0.3,908.55,441.38,467.17,Football,single,Yes,No,Regular,RPG,19.09081260367273,1.0,4.0,153.0,Medium,Yes,Social Media,Consideration,710.7453656,0.08692251884,0.03188906114,10.61528101,4865.0,157.07,Yes,Yes,83.6,32.0,0.32,Documentary,Late Night,Desktop,6.0,No,0.76,Standard,0.0,No Change,OTT_PLATFORM
SUB-01970,23.0,Female,47.0,EMEA,Debit Card,1.0,1.0,8.01,98.0,39.65,1,Yes,15.0,F1,No,HD,17.0,5.41,4.45,0.41,91.9,134.15,-42.25,Football,single,Yes,No,Regular,Sports,14.8251772373511,0.0,6.0,137.0,Medium,Yes,Email,Retention,9347.203894,0.227997496,0.02980795883,10.16018903,1186.0,176.79,Yes,Yes,11.2,4.0,0.52,Kids,Afternoon,Desktop,2.0,No,0.87,Premium,0.0,No Change,OTT_PLATFORM
SUB-01971,36.0,Female,57.0,LATAM,PayPal,1.0,3.0,6.09,270.0,46.88,1,Yes,3.0,Football,No,4K,17.0,14.52,5.07,0.29,246.8,111.12,135.68,Tennis,single,Yes,No,Regular,Strategy,18.486962135660704,0.0,4.0,107.0,High,Yes,Social Media,Awareness,289.1106365,0.1264603998,0.0772082557,14.43560264,1607.0,171.83,Yes,Yes,10.7,76.0,0.49,Documentary,Late Night,Mobile,1.0,No,0.35,Standard,0.0,No Change,OTT_PLATFORM
SUB-01972,22.0,Female,50.0,APAC,Debit Card,5.0,1.0,5.71,153.0,35.59,0,No,0.0,Not Applicable,No,HD,22.0,223.21,3.54,0.32,4910.55,2199.78,2710.77,Football,single,Yes,No,Regular,RPG,5.223540416240679,1.0,12.0,138.0,High,Yes,SEO,Conversion,1584.419091,0.1960029306,0.08914810908,10.13350565,600.0,233.3,No,No,200.4,26.0,0.35,Thriller,Evening,Smart TV,4.0,No,0.45,Standard,0.0,No Change,OTT_PLATFORM
SUB-01973,20.0,Female,50.0,LATAM,Debit Card,1.0,6.0,14.18,218.0,55.91,0,Yes,6.0,Football,Yes,4K,19.0,37.21,4.62,0.32,707.05,514.69,192.36,Football,single,Yes,No,Regular,Action,10.145391771320188,1.0,15.0,65.0,Medium,Yes,SEO,Awareness,3676.505242,0.04465088,0.06558694907,2.623175892,1470.0,325.89,Yes,No,69.2,77.0,0.89,Documentary,Late Night,Smart TV,5.0,No,0.47,Basic,0.0,No Change,OTT_PLATFORM
SUB-01974,18.0,Female,7.0,EMEA,Debit Card,1.0,2.0,5.54,21.0,27.27,0,No,0.0,Not Applicable,No,4K,18.0,330.04,5.16,0.44,5940.75,5765.66,175.09,Football,single,Yes,Yes,Regular,Action,2.4399326053895853,0.0,10.0,80.0,Medium,Yes,Social Media,Retention,3271.477621,0.07224533316,0.02765164138,8.700731305,4750.0,145.34,Yes,Yes,126.7,23.0,0.17,Thriller,Evening,Console,3.0,Yes,0.32,Basic,0.0,No Change,OTT_PLATFORM
